"","cap-shape","cap-surface","cap-color","bruises","odor","gill-attachment","gill-spacing","gill-size","gill-color","stalk-shape","stalk-root","stalk-surface-above-ring","stalk-surface-below-ring","stalk-color-above-ring","stalk-color-below-ring","veil-type","veil-color","ring-number","ring-type","spore-print-color","population","class"
"1515","x","f","w","t","a","f","w","n","p","t","b","s","s","w","w","p","w","o","p","u","v","e"
"1519","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1520","x","f","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1521","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1523","x","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1525","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1526","x","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1527","x","y","n","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1528","f","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1529","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1530","x","s","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1531","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1532","f","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1533","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1534","f","s","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1535","f","f","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1536","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1537","x","s","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1538","x","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1539","x","s","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1541","f","y","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1542","x","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1543","x","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1544","x","f","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1545","x","f","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1546","x","y","e","t","n","f","c","b","u","t","b","s","s","g","g","p","w","o","p","k","y","e"
"1547","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1549","x","y","y","t","a","f","c","b","w","e","r","s","y","w","w","p","w","o","p","k","y","e"
"1551","f","f","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1552","b","s","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1553","f","s","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1554","f","f","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1555","f","f","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1556","f","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1558","b","y","y","t","a","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1559","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1560","f","s","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1562","f","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1563","x","f","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1564","x","f","n","t","n","f","c","b","p","t","b","s","s","p","g","p","w","o","p","n","v","e"
"1565","b","y","w","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1566","x","f","g","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"1567","f","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1568","x","s","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1569","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1570","f","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1571","f","f","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1573","x","f","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1576","f","s","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1577","x","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1578","x","y","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1579","f","f","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1580","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1581","f","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1582","x","f","n","t","n","f","c","b","p","t","b","s","s","p","w","p","w","o","p","k","v","e"
"1583","x","f","g","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1584","f","s","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1587","x","f","n","t","n","f","c","b","p","t","b","s","s","g","g","p","w","o","p","n","v","e"
"1588","x","f","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1589","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","s","e"
"1591","f","s","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1592","x","f","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1593","f","f","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1594","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1595","x","f","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1597","x","f","g","t","n","f","c","b","w","t","b","s","s","w","w","p","w","o","p","n","v","e"
"1598","x","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1599","f","s","g","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1600","x","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","s","e"
"1603","f","f","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1605","f","f","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1607","f","s","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1608","x","s","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1609","x","f","n","t","n","f","c","b","p","t","b","s","s","w","w","p","w","o","p","n","y","e"
"1610","x","s","n","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1612","f","s","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1613","x","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","e"
"1614","f","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1615","f","s","n","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1618","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1619","x","s","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1620","x","f","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1621","x","s","g","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1623","f","s","n","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1624","f","s","g","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1625","x","f","e","t","n","f","c","b","n","t","b","s","s","p","p","p","w","o","p","k","v","e"
"1626","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1627","x","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1629","f","s","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1630","f","s","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1635","x","s","n","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1636","f","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1637","f","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1638","f","s","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1639","f","s","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1641","x","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1643","x","f","n","t","n","f","c","b","n","t","b","s","s","g","w","p","w","o","p","n","v","e"
"1644","f","f","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1645","f","f","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1647","x","s","y","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1648","f","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1649","x","s","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1650","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1651","x","f","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1653","x","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1654","x","s","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1655","x","s","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1656","f","s","w","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1657","x","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1659","f","f","w","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1660","x","f","w","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1661","f","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1662","x","f","g","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1663","x","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1666","x","y","n","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1667","x","f","w","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1668","x","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1670","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1671","x","y","y","t","l","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","s","e"
"1672","x","y","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1674","x","s","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1675","f","s","n","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1676","x","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1677","x","s","w","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1678","f","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1679","f","s","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1681","b","s","w","t","l","f","c","b","n","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1682","x","s","g","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1683","x","s","y","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","s","e"
"1684","f","y","w","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1686","f","s","n","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1688","f","f","g","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1689","x","y","n","t","n","f","c","b","p","t","b","s","s","g","w","p","w","o","p","n","y","e"
"1690","x","f","n","t","n","f","c","b","n","t","b","s","s","g","g","p","w","o","p","k","y","e"
"1691","x","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1692","x","f","g","t","n","f","c","b","w","t","b","s","s","p","p","p","w","o","p","k","y","e"
"1693","f","f","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1694","f","s","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1695","f","s","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1696","x","f","g","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1698","f","f","g","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1700","x","s","n","f","n","f","w","b","k","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1701","x","f","n","t","n","f","c","b","w","t","b","s","s","w","g","p","w","o","p","k","y","e"
"1702","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1703","f","f","n","f","n","f","w","b","n","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1704","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","k","s","p"
"1705","x","f","n","t","n","f","c","b","n","t","b","s","s","p","w","p","w","o","p","k","y","e"
"1707","f","f","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","k","s","e"
"1708","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1710","x","f","g","t","n","f","c","b","n","t","b","s","s","w","w","p","w","o","p","k","v","e"
"1711","x","f","w","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1712","x","f","g","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1714","x","s","g","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1715","f","f","w","f","n","f","w","b","p","t","e","s","f","w","w","p","w","o","e","n","a","e"
"1716","x","f","g","t","n","f","c","b","u","t","b","s","s","p","p","p","w","o","p","k","y","e"
"1717","x","y","w","t","l","f","c","b","w","e","c","s","s","w","w","p","w","o","p","k","n","e"
"1720","f","s","w","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","k","a","e"
"1721","f","s","n","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","s","e"
"1722","f","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","a","e"
"1724","x","s","n","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1725","b","y","y","t","a","f","c","b","g","e","c","s","s","w","w","p","w","o","p","n","n","e"
"1726","f","y","w","t","p","f","c","n","k","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1728","f","s","n","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1729","x","y","n","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","k","s","e"
"1730","x","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","n","a","e"
"1731","f","s","w","f","n","f","w","b","k","t","e","f","s","w","w","p","w","o","e","n","a","e"
"1732","x","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1733","f","s","g","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1734","x","f","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","n","s","e"
"1735","f","s","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","k","v","p"
"1736","x","f","n","f","n","f","w","b","p","t","e","s","s","w","w","p","w","o","e","n","a","e"
"1739","f","s","w","f","n","f","w","b","p","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1740","f","s","w","t","p","f","c","n","p","e","e","s","s","w","w","p","w","o","p","n","v","p"
"1741","x","f","w","f","n","f","w","b","h","t","e","s","f","w","w","p","w","o","e","k","a","e"
"1742","f","f","n","f","n","f","w","b","h","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1743","f","s","g","f","n","f","w","b","p","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1744","x","f","w","f","n","f","w","b","n","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1745","f","y","n","t","l","f","c","b","w","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1746","f","s","w","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1748","f","f","n","f","n","f","c","n","p","e","e","s","s","w","w","p","w","o","p","k","y","e"
"1749","f","y","n","t","p","f","c","n","w","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1750","f","s","w","f","n","f","w","b","n","t","e","s","f","w","w","p","w","o","e","n","s","e"
"1751","x","f","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1752","f","y","y","t","a","f","c","b","n","e","r","s","y","w","w","p","w","o","p","n","y","e"
"1753","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","n","s","e"
"1754","x","f","w","f","n","f","w","b","h","t","e","f","f","w","w","p","w","o","e","k","a","e"
"1755","f","y","n","t","p","f","c","n","n","e","e","s","s","w","w","p","w","o","p","n","s","p"
"1756","f","f","n","f","n","f","w","b","h","t","e","f","s","w","w","p","w","o","e","k","s","e"
"1757","f","f","g","f","n","f","w","b","k","t","e","s","s","w","w","p","w","o","e","n","s","e"
"1758","x","f","n","f","n","f","w","b","n","t","e","s","s","w","w","p","w","o","e","k","s","e"
"1759","x","f","n","t","n","f","c","b","p","t","b","s","s","p","p","p","w","o","p","n","v","e"
"1760","x","s","g","f","n","f","w","b","k","t","e","f","f","w","w","p","w","o","e","k","s","e"
